source,target,weight,description,text_unit_ids,id,human_readable_id,source_degree,target_degree,rank
"""SERVICE RC_ETH_PHY_SWITCH_ENGINE_RESET""","""[PQFS]""",1.0,"""[PQFS] provides support or maintenance services for the Service RC_ETH_PHY_SWITCH_ENGINE_RESET.""",['7abba7c2008a10626855aa8423929d38'],c20ecfc93b3a4875ade5c92cfe4b94a1,227,4,1,5
"""IDC ML""","""HU22DM-208352""",1.0,"""IDC ML is the organization responsible for enabling selective wakeup in HU22DM-208352.""",['a43621491fb41ae7ca6b2189dafffbca'],4bc7dc91ede345dfb63d7d4f7ac3554f,228,1,1,2
"""ETH-CTRL.SERVICE""","""SERVICE FAILURE""",1.0,"""The Service failure is related to the eth-ctrl.service experiencing multiple failures.""",['e8f78bf0df9f13468e0754764912d5e8'],0b2b815c9f834aaaac0c341097def9ba,229,2,1,3
"""FEHLER IN FAHRTDATEN""","""AB FAHRTBEGINN""",1.0,"""The error in trip data occurs from the start of the journey or trip.""",['f26d03542e20bfca36a56f5e3d9d4849'],424ae71c56024094a02e6fd9bfcfbb04,230,1,1,2
"""IDC2403""","""[LIFECYCLE-RTC]""",1.0,"""IDC2403 is also related to the LifeCycle-RTC system.""",['6eb3be753407be6c0ad1ad35ae45ff75'],400d10f2ee1d49be9a66efa34dada0e6,231,2,5,7
"""CUSTOMER""","""RSU""",1.0,"""The RSU's fatal error occurred in the customer's vehicle.""",['a89ca09cc448d536f2e5b7650caa569c'],91deb9f152264e958d106d481ff2e1ee,232,2,6,8
"""CUSTOMER""","""ECU MGU_02_L""",1.0,"""The customer's vehicle contains the ECU MGU_02_L that had an unsuccessful update.""",['a89ca09cc448d536f2e5b7650caa569c'],586cf02da9494088aed9b3419725638f,233,2,2,4
"""RSU""","""ECU MGU_02_L""",1.0,"""The RSU encountered a fatal error with ECU MGU_02_L.""",['a89ca09cc448d536f2e5b7650caa569c'],229d85a2783e4a2991f17d2ab5750af7,234,6,2,8
"""RSU""","""VERIFICATION""",1.0,"""Verification was performed by the RSU to check the success of the update on ECU MGU_02_L, but it was not successful.""",['a89ca09cc448d536f2e5b7650caa569c'],b7f97d1909a3433abef8ca8e9334fafa,235,6,1,7
"""WATCHDOG RESET""","""RECOVERY MANAGER""",1.0,"""The Watchdog Reset event was affected by the action taken on the Recovery Manager."")<|COMPLETE|> (""entity""",['86d586719b44ba38350349cdcb1c9cb0'],b7fdfffc38b94bf7872eabe9b022c8fd,236,4,1,5
"""WATCHDOG RESET""","""VOLTAGE CURVES""",1.0,"""Voltage Curves might be related to WATCHDOG RESET as it was observed while running Voltage Curves."")<|COMPLETE|> (""entity""",['832e56ae03c59859d3810a92e480461b'],6242e0c237a348908d0256ea790a0211,237,4,2,6
"""WATCHDOG RESET""","""[IDC23-ML]""",1.0,"""[IDC23-ML] is the system or device where the WATCHDOG RESET was observed."")",['3d208a63fc0c49a5232b248900979fe4'],7cc9f26737e1442595e53253e98015ef,238,4,1,5
"""WATCHDOG RESET""","""E-09 RESET BEHAVIOR-SEQUENCE 1-""",1.0,"""E-09 Reset behavior-Sequence 1- is associated with the WATCHDOG RESET event."")",['3d208a63fc0c49a5232b248900979fe4'],1868fec1493643208dbdcad7bc97dfa0,239,4,1,5
"""MGU22_E""","""0XB7F908""",1.0,"""The event MGU22_E involves the discovery of DTC 0XB7F908 during a nightly build failure.""",['3389efd680d43d6b195bdec5625f5852'],a87aa935dccf49cd98b40fb5afe7ad5c,240,2,1,3
"""BMW""","""HMI""",1.0,"""The BMW brand appears on the HMI following the chunk transfer event.""",['1d9d7ab8e8e26dabca265f83b6c769f4'],36870a3393f6413e9bf647168eb6977a,241,2,3,5
"""FACTORY RESET JOB""","""NSM_CONTROL --R 11""",1.0,"""The Factory Reset Job includes the execution of nsm_control --r 11.""",['41d33265517367967d10564cbf8fe7d4'],4fe3ff52700c491f8cc650aadb4d7cb0,242,1,1,2
"""[LIFECYCLE-RTC]""","""[IDC23-PU]""",1.0,"""The relationship between [LifeCycle-RTC] and [IDC23-PU] is not explicitly stated, but they are mentioned together in the text.""",['832e56ae03c59859d3810a92e480461b'],f1f6f6435a444e388d67e16e847afca6,243,5,1,6
"""[LIFECYCLE-RTC]""","""VOLTAGE CURVES""",1.0,"""[LifeCycle-RTC] may be affected by the changes in Voltage Curves."")",['3d208a63fc0c49a5232b248900979fe4'],0af2ca1c090843ea92679fd14c1fbc9a,244,5,2,7
"""[LIFECYCLE-RTC]""","""UBMIN6V""",1.0,"""The geographical location UBmin6V may be related to the system or device identified as [LifeCycle-RTC]."")",['3d208a63fc0c49a5232b248900979fe4'],1b06d3e53ffd4771952fbef04d1e666c,245,5,1,6
"""[LIFECYCLE-RTC]""","""BI_2407TO25-07""",1.0,"""The event BI_2407to25-07 is associated with the LifeCycle-RTC system."")",['6eb3be753407be6c0ad1ad35ae45ff75'],b8e966b34cba4b11b9995106767212ba,246,5,1,6
"""CHUNK TRANSFER""","""HMI""",1.0,"""The chunk transfer event caused the HMI to display the BMW logo.""",['1d9d7ab8e8e26dabca265f83b6c769f4'],f6de923de6474d2cab6a9c2f0d81fa59,247,1,3,4
"""D0105E""","""UNDERVOLTAGE IDENTIFIED""",1.0,"""The event 'Undervoltage identified' is related to the vehicle, D0105E."")<|COMPLETE|> (""entity""",['340768e47ec52080f14b9a1b8d72c0ed'],6915637e8d124fdc8473111d501e3703,248,1,1,2
"""IOCONTROLLER""","""0XA7631B SYSTEM""",1.0,"""The error in the 0xA7631B System is related to the IOController.""",['5fc5a35b355f33929d63f6a4da76a54d'],2233f31929194eac89333ce8731a5584,249,2,2,4
"""[AUTOMATION]""","""QUIESCENCE""",1.0,"""The concept of Automation is related to the state of Quiescence, as it may involve automated systems in this state."")<|COMPLETE|> (""entity""",['941b9d29572fa96c8945389d9636cb68'],61f1dc4267314470ac820b6a46c61f7b,250,1,1,2
"""KNG/CID""","""RESTART""",1.0,"""The restart event caused a black screen on KNG/CID's system.""",['703e0e838d2ef3544cf1fe9f1bafcdea'],f0c578614b224345974c3e4c110878af,251,1,1,2
"""RSU_G18_2407_ID8_MGU""","""UPGRADE PROCESS""",1.0,"""The loss of RSU_G18_2407_ID8_MGU occurred during the upgrade process.""",['c5bbe031af6327c65b96044c98a2653d'],7ffb88ebc729492c897ccfb569d7f6d0,252,2,1,3
"""RSU_G18_2407_ID8_MGU""","""UNABLE TO DRIVE""",1.0,"""The inability to drive is a result of upgrading RSU_G18_2407_ID8_MGU.""",['c5bbe031af6327c65b96044c98a2653d'],60dce7d8bc1b4729a038178a400b9a59,253,2,1,3
"""HU-MGU_02_A""","""ECU 0X63""",1.0,"""HU-MGU_02_A is responsible for the ECU 0x63 technology component.""",['6d919a6bd8e1f81fb0839e1bf950648e'],4cbb4e238c5b4656803fb9b4b6c3512e,254,1,3,4
"""ECU 0X63""","""RC_APM""",2.0," The ECU 0X63, an essential component within the system, has transmitted both a condition named 'conditionsNotCorrect' and a signal to the RC_APM technology. This suggests that while the ECU 0X63 is actively communicating with the RC_APM system, there appears to be an issue indicated by the 'conditionsNotCorrect' status.",['5e1ea4f69aa3c0aef87c8cfa7a01598f' '6d919a6bd8e1f81fb0839e1bf950648e'],652873bcd6d5432187e5deafc4fc5211,255,3,1,4
"""ECU 0X63""","""HU-MGU_02_A CASCADE""",1.0,"""ECU 0x63 has reported incorrect conditions during the HU-MGU_02_A Cascade event.""",['5e1ea4f69aa3c0aef87c8cfa7a01598f'],78f9b30c08134ac5abb4f4e0bff0f7f2,256,3,1,4
"""0XA7631B SYSTEM""","""F66""",1.0,"""The error in the 0xA7631B System occurred at the F66 location.""",['5fc5a35b355f33929d63f6a4da76a54d'],f33e4e897b1e422bb516e8a2c941d9dc,257,2,1,3
"""BAD IUK STARTUP""","""LOW BATTERY""",1.0,"""The Low Battery condition affects Bad IuK Startup."")<|COMPLETE|> (""entity""",['0784994e44ec90c109bfba4168172930'],fac4e1553a9840e990bbfff46e64ff27,258,1,1,2
"""MGU22- E BRANCH""","""LC COUNTER""",1.0,"""The high value operation led by MGU22- E Branch is related to the LC Counter concept.""",['2497d5afd088df4a3081fe517742f705'],029a55d327ee4fb3a8314b36d52bdf34,259,2,2,4
"""MGU22- E BRANCH""","""UDP NM CRASH""",1.0,"""The UDP NM Crash occurred as a result of the high value operation led by MGU22- E Branch.""",['2497d5afd088df4a3081fe517742f705'],5a636c894c384532bff66212cf9d5824,260,2,3,5
"""LC COUNTER""","""UDP NM CRASH""",1.0,"""The LC Counter is the cause leading to the UDP NM Crash.""",['2497d5afd088df4a3081fe517742f705'],a9c468ef78704e9aabfc0317a5b1b42d,261,2,3,5
"""UDP NM CRASH""","""NEW MEXICO""",1.0,"""The UDP NM Crash occurred in New Mexico.""",['2497d5afd088df4a3081fe517742f705'],5df80c25d33a4d148a14aa614343cc6b,262,3,1,4
"""IC_SAFETY_VIOLATION_RESET_BLANK""","""VEHICLE TA10013""",1.0,"""The IC_SAFETY_VIOLATION_RESET_BLANK event occurred in vehicle TA10013.""",['59a45bd10b760382a60e524b4ed8e99d'],6a87f06ed55a46f29b24f77e548a3f1d,263,2,1,3
"""KNG/AZV""","""DISPLAY NETWORK""",1.0,"""KNG/AZV's display network has failed during vehicle start.""",['c78dd01d6b0659a81d7a421f8e66b69c'],0daf88ac4ec94cbb868e27e956c6d7f1,264,1,1,2
"""IDC23 SERIES CAR""","""CLAMP CHANGE""",1.0,"""Clamp change was an action taken on the IDC23 Series Car, but it did not resolve the sporadic black issue with the DFE system."")<|COMPLETE|> (""entity""",['a09d1faef621f16a103301800d46a8f6'],9ed120043e6247be9965e4904920991b,265,5,1,6
"""IDC23 SERIES CAR""","""NO DTC IS SET""",1.0,"""The lack of a Diagnostic Trouble Code (DTC) indicates that the problem with the IDC23 Series Car has not been identified by the diagnostic system.""",['fea407b542ed67412969ae08575b8a8f'],94d81d7de9254ae4b3b16fcc69aa22ea,266,5,1,6
"""SOC LOGS""","""IDC PREMIUM SAMPLES""",1.0,"""The IDC Premium Samples are recorded in the SOC logs.""",['7f4755e00889a196ce9e227c285b81dd'],60c9212246f84ae5b6ab254127a39262,267,2,2,4
"""NODE0 SOC FLASH""","""IDC PREMIUM SAMPLES""",1.0,"""The IDC Premium Samples were affected by the node0 SOC flash.""",['7f4755e00889a196ce9e227c285b81dd'],0f8d0c36a4274526a9eddedae5e63881,268,2,2,4
"""IC""","""24W10.7-1""",1.0,"""The IC has updated its software to version 24w10.7-1."")<|COMPLETE|> (""entity""",['f091b55b0f0ed7cd0a802196c4677959'],6aedd377efbe4f07ae42e546996e7bfa,269,3,1,4
"""IC""","""2H BUSSLEEP""",1.0,"""The 2h bussleep event occurred before the IC's odometer reading was taken.""",['334c3ebe03cf82c42af09756374b37b3'],1aa8484562784f378851c33843c89687,270,3,1,4
"""IC""","""999999 KM MILEAGE""",1.0,"""The 999999 kilometers measurement is a result of the IC's travel.""",['334c3ebe03cf82c42af09756374b37b3'],f1a65d05dd5d456b889217020475ef80,271,3,1,4
"""SYSTEM RESET""","""CUSTOMER RESET""",1.0,"""The system reset was performed by IDC, despite it being a customer reset.""",['c1cba8ed0d193ad59458390a792657b0'],c077d92b48b6477db91e1a0460600f52,272,1,1,2
"""LOCATION""","""G48_IDC23_AZV""",1.0,"""The location of the device G48_IDC23_AZV is not specified in the text.""",['c2dc1cce7596dd68d266adf381b4660a'],5ca888df9b884e54accdd2ff29d125c1,273,1,1,2
"""NO SHUTDOWN""","""START WITH ACTIVE SCREEN""",1.0,"""The absence of a system shutdown might have contributed to the screen becoming active without a restart.""",['d0855f40ad99ed1bf80ae7f0c30afa6f'],8290a6212d6c4430ae0056c7e8eccd5f,274,1,1,2
"""U12_2311_IDC23""","""HU STARTUP TIMEOUT""",1.0,"""U12_2311_IDC23's failure to respond is related to the HU startup timeout event.""",['663b1326fe05422c58ed1902d31e3b29'],14f8ac195fdb4e06a0b9ebc6ef391180,275,2,1,3
"""ECU""","""CODING DATA""",1.0,"""The ECU cannot accept the transmitted coding data due to an out of range error.""",['c5ff7aa7d8c153485c3ffe08f2ded51b'],667ee58a79194316ae2b82eadd3fc575,276,4,2,6
"""ECU""","""HU-MGU_02_A-HU-IDC23_HIGH_B537""",1.0,"""The specific code HU-MGU_02_A-HU-IDC23_HIGH_B537 is related to the ECU's inability to accept coded data.""",['c5ff7aa7d8c153485c3ffe08f2ded51b'],b0e3ee2324054c88adacdf80db13278f,277,4,1,5
"""ECU""","""OUT OF RANGE ERROR""",1.0,"""The ECU is experiencing an out of range error, preventing it from accepting coding data.""",['69a8a040ff4b42b2e1d8895085f06383'],28b7457ca5dc4a38a488946a3f8e207e,278,4,2,6
"""ECU""","""PRODUCTION CAR_ERROR""",1.0,"""The Production Car_Error caused the ECU to become unreadable.""",['4198df50195e95a191fc901ca82acac4'],8029a14d15404e6db95ddf5e2bf9fc15,279,4,3,7
"""CODING DATA""","""OUT OF RANGE ERROR""",1.0,"""The out of range error prevents the ECU from accepting the transmitted coding data.""",['69a8a040ff4b42b2e1d8895085f06383'],389314ca89d445888c8d4985864dd733,280,2,2,4
"""CHANGE UNITS""","""LAST SETTINGS""",1.0,"""After using Change Units, the Last Settings are not displayed in the Menu.""",['bfc23088565dc19b7bd1ffb0c0db98b7'],87fe1462b9064d5692641ab48e826301,281,1,1,2
"""G68_2411_IDC23_CID""","""ACTIVITY""",1.0,"""The device remains active after being locked, indicating continuous activity.""",['71eb165d023c6665c29c3653f2522e20'],a55175ac57014df696ca09d0def9604b,282,1,1,2
"""U06""","""MOTORABSTELLZEIT""",1.0,"""U06 is involved in the Motorabstellzeit event during the motor run process.""",['daac9fd3428f7570ba876022e3fa7ea4'],1766e8858d7b45ed97f71cb5a39e96ea,283,1,1,2
"""0X034A61""","""ZEITZÃ¤HLER KOMBI""",1.0,"""The geographical location 0x034A61 is relevant to the ZeitzÃ¤hler Kombi used in the motor run process.""",['daac9fd3428f7570ba876022e3fa7ea4'],6191e014f3f64e46a0777063ed4ac19a,284,1,2,3
"""ZEITZÃ¤HLER KOMBI""","""DME VERGLEICH""",1.0,"""The ZeitzÃ¤hler Kombi is being compared with DME during the motor run process.""",['daac9fd3428f7570ba876022e3fa7ea4'],21b0499cf14342269c46170c291d0535,285,2,1,3
"""G48_IDC23_SYSTEM""","""TIME JUMP""",1.0,"""The G48_IDC23_System has experienced a relative time jump, causing it to function improperly.""",['e5798863dd93590f5b5637e224eae820'],c1ef05b38b3f4d59888150fc0dd26826,286,1,1,2
"""NO START DATE""","""LIVE VEHICLE""",1.0,"""The absence of a start date affects the collection and analysis of data in the Live Vehicle.""",['9c352b3b5cf51f9e81915ed38dffda96'],74cb9b3510e84498b9aee0d904316e8b,287,1,1,2
"""TOTAL KILOMETERS OF COMBI CLUSTER""","""COMBI CLUSTER""",1.0,"""The total kilometers displayed is related to the combi cluster.""",['c137c38909dc32507f0020ef49b14132'],043d764b2e1b4d1294651ff938df5391,288,1,1,2
"""IDC [ML]""","""LPM""",1.0,"""The IDC [ML] organization is operating in LPM.""",['cd64fb9f6775da0c44f2ac4c77fc9bbb'],31f2170fef004f3281c533a4a60dc3f3,289,2,1,3
"""IDC [ML]""","""WDG""",1.0,"""WDG is associated with the IDC [ML] organization.""",['cd64fb9f6775da0c44f2ac4c77fc9bbb'],57f186c5c2754483ba66750e98222f95,290,2,1,3
"""IDC [24-11]""","""CAN_INH INTERRUPT BEHAVIOUR""",1.0,"""IDC [24-11] is involved in an event or incident related to CAN_INH Interrupt Behavior.""",['e936cac803f64546f1bdc2f5534c4329'],4b3fc569d91f4a7aa6501ad4fcf67b7a,291,2,1,3
"""IDC [24-11]""","""INTERRUPT BEHAVIOUR""",1.0,"""IDC [24-11] is directly involved in the Interrupt Behavior event or incident.""",['e936cac803f64546f1bdc2f5534c4329'],cbc1667556f84a5eadf867a823e6986c,292,2,1,3
"""CAN_INH""","""IDC [25-07]""",1.0,"""The event IDC [25-07] involves the concept of CAN_INH, which is related to interruption behavior.""",['de7b7ed1df2bd5a2072691c689d14583'],a876d1ab79864396bc47a039225fd5c7,293,1,1,2
"""MGU_G""","""STR LC""",1.0,"""MGU_G is involved in the event where high current was observed during STR LC.""",['995bb26d8497c3ce073dce7e0b029cb1'],c09f67d4f25448c99f7c0552c30b7706,294,2,2,4
"""FIELD MODE""","""STR LC""",1.0,"""Field mode is associated with the observation of high current during STR LC.""",['995bb26d8497c3ce073dce7e0b029cb1'],c0866306dc8c4da2a8a81c0c3a78b657,295,2,2,4
"""RSU PU""","""24-07""",1.0,"""An upgrade at RSU PU took place on 24-07, causing changes in MGU_02_A's journey data.""",['e67a8c180e24e5284a02a114305b264d'],3884c37eb13a4c9097ee2c5be4eeefaf,296,2,2,4
"""BI [MAINLINE 2507]""","""KNG/AZV_COMPLETE FAILURE OF THE DISPLAY NETWORK""",1.0,"""BI [Mainline 2507] is the affected vehicle in the event of KNG/AZV_Complete failure of the display network.""",['e37c75674602107b2c7483f65f7b79f1'],90764eb2cab74cffb1c7d72d28b965cc,297,1,1,2
"""KOMBI BLACK""","""CAN OUTAGE""",1.0,"""Kombi Black is addressing the CAN outage in the IOC.""",['c188e627b8cf464e99a147969b436b77'],01abe16e67c241a887aa62abe22d155c,298,1,1,2
"""PARKVIEW""","""START""",1.0,"""Construction at Parkview began, but it remains incomplete.""",['36698f420af2c02437bac70962717ce6'],37049be0a2c240c6a06acf9339237b8b,299,1,1,2
"""IC_SAFTY_VIOLATION_RESET_BLANK""","""SAFE_STATUS_ERROR""",1.0,"""The IC_SAFTY_VIOLATION_RESET_BLANK event is related to the SAFE_STATUS_ERROR concept."")<|COMPLETE|>   (""entity""",['4630228042c15512e1ed883eb515a81c'],e785c52881704d95bf4ec03d2720f8ae,300,3,1,4
"""IC_SAFTY_VIOLATION_RESET_BLANK""","""[2407]""",1.0,"""The safety violation reset event occurred at the [2407] location."")<|COMPLETE|> (""entity""",['4630228042c15512e1ed883eb515a81c'],654689c65613476b9905d7afb3809cd2,301,3,1,4
"""IDC_H""","""STR_ERROR""",1.0,"""IDC_H experiences a STR_ERROR during a Sanity Reboot, leading to a fall in its budget.""",['4747961b7d704e7afe64e6d22c7d010d'],15dfb45a6ffa4d34ad72cfe4b3c5cc0d,302,1,1,2
"""FZGCOD_SP21""","""FZGCOD_SP21 IS RELATED TO THE FAILURE OF PSDZ DURING ITS INITIALIZATION.""",1.0,"9)<|COMPLETE|> (""entity""",['d3fbba5bbdc8e16420e32df5ff071afd'],427c3b7458f148d8bace1b768e2b5b7c,303,1,1,2
"""PSDZ""","""PRODUCTION CAR_ERROR""",1.0,"""The Production Car_Error is related to the PSdZ vehicle connection or system configuration.""",['4198df50195e95a191fc901ca82acac4'],95d506750fd94e72bbd9cf2d3fe18e28,304,1,3,4
"""PRODUCTION CAR_ERROR""","""B_DATA""",1.0,"""The Production Car_Error occurred at B_DATA location.""",['4198df50195e95a191fc901ca82acac4'],bf0138ccbcc740089a55fd0c24897360,305,3,1,4
"""ML""","""AUTOMATION""",1.0,"""Machine Learning may have been used during the automation process that resulted in a high current occurrence.""",['d40fc73eef238010776ab42d53427a71'],83cd5df42643494396b00d6cb6376def,306,1,2,3
"""STR BUDGET""","""WRONG""",1.0,"""The error in the renewal of the STR budget affects the financial allocation.""",['f61d4cabff020b216061d777c3acd5d3'],909d28e443fd4e0bac189373125c8309,307,2,1,3
"""STR BUDGET""","""AUTOMATICALLY""",1.0,"""The renewal of the STR budget happens automatically, without any manual intervention.""",['f61d4cabff020b216061d777c3acd5d3'],efbc2439e5034801af83ac1a0b440535,308,2,1,3
