      <data key=""d1"">""Graceful power off refers to a controlled shutdown of a system.""</data>
      <data key=""d2"">ddc5db0d99054990fc7e3df37f711e27</data>
    </node>
    <node id=""&quot;[MGU22]&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""[MGU22] is an event related to a transition to no communication, possibly indicating a change in the status or activity.""
""[MGU22] is the organization associated with the event IOC_WATCHDOG_RESET.""
""[MGU22] is a location where a voltage test is being conducted, indicating an ongoing operation or maintenance activity.""
""[MGU22] is an organization or entity related to the event [LifeCycle].""</data>
      <data key=""d2"">03a78e6d89d1dfd1f291689da2203e0d,2a3102391bafcd28c7dd42549ccf48cf,55946cdb9635ae3014dc49b213ebd624,e5d2a321469250dee3b1b85e9b569a2b</data>
    </node>
    <node id=""&quot;[ZST]&quot;"">
      <data key=""d0"">""TIME""</data>
      <data key=""d1"">""[ZST] refers to a specific time zone or system, providing context for the event.""
""[ZST] refers to the time zone 'Zulu Standard Time'.""
""[ZST] refers to the time zone 'Zulu Standard Time'.""</data>
      <data key=""d2"">2839fbc9d019e6693439329e5fdfb5a2,c51fbbba65ab5cfc2a7399114b4afc72,e5d2a321469250dee3b1b85e9b569a2b</data>
    </node>
    <node id=""&quot;[IUK_CAN]&quot;"">
      <data key=""d0"">""LOCATION""</data>
      <data key=""d1"">""[IuK_CAN] is a location where this transition to no communication is taking place.""
""[Iuk_CAN] is a location that appears to be in Canada, as indicated by the abbreviation 'CAN'.""
""[Iuk_CAN] is a location in Canada, possibly Inuvik.""</data>
      <data key=""d2"">2839fbc9d019e6693439329e5fdfb5a2,c51fbbba65ab5cfc2a7399114b4afc72,e5d2a321469250dee3b1b85e9b569a2b</data>
    </node>
    <node id=""&quot;TC 2.1&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""TC 2.1 is the specific type or phase of the event, suggesting a particular procedure or protocol.""</data>
      <data key=""d2"">e5d2a321469250dee3b1b85e9b569a2b</data>
    </node>
    <node id=""&quot;[TC 2.1]&quot;"">
      <data key=""d0"" />
      <data key=""d1"" />
      <data key=""d2"">e5d2a321469250dee3b1b85e9b569a2b</data>
    </node>
    <node id=""&quot;MGU_02_A&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""MGU_02_A is a system identified in the text, possibly a part of a larger organization or project.""
""MGU_02_A is the organization involved in the event BI_2311to2403.""
""MGU_02_A is a head unit that has entered 'Flash Mode' following the successful activation of an RSU.""
""MGU_02_A is a system identified in the text, possibly a part of a larger organization or project.""
""MGU_02_A is an organization whose journey data has been altered since leaving the factory, following an upgrade at RSU PU.""</data>
      <data key=""d2"">54a15d140b297609b48abc816e38da3d,8561914d860570076ff3ce9f41682bc4,bb3cb72da8330639bfff06929672c3e3,c5d0eac05f45e3d69f8a70fee50bae95,e67a8c180e24e5284a02a114305b264d</data>
    </node>
    <node id=""&quot;SYSTEM HEALTH: RESETFEHLER IOCONTROLLER&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""System Health: Resetfehler IOController refers to an event related to the health of the MGU_02_A system, specifically a reset error in the IOController.""
""System Health: Resetfehler IOController refers to an event related to the system's health and a potential error in the I/O controller.""
""System Health: Resetfehler IOController indicates an issue with the IOController in the IDC23 Series Car.""
""System Health: Resetfehler IOController refers to an event related to the health of the MGU_02_A system, specifically a reset error in the IOController.""</data>
      <data key=""d2"">715db73f84b8a5a9940736074cb66002,a1838f9de5474cd63c332cdc1b221da5,bb3cb72da8330639bfff06929672c3e3,c5d0eac05f45e3d69f8a70fee50bae95</data>
    </node>
    <node id=""&quot;D0103Y&quot;"">
      <data key=""d0"">""GEO""</data>
      <data key=""d1"">""D0103Y is the identification number assigned to a specific vehicle.""</data>
      <data key=""d2"">23688e9dc337373f3b1a22dde4d91f6c</data>
    </node>
    <node id=""&quot;IDC_KOMBI DISPLAY&quot;"">
      <data key=""d0"">""DEVICE""</data>
      <data key=""d1"">""IDC_Kombi Display refers to a device that is not available for use while driving.""</data>
      <data key=""d2"">76c05aa95fb4be4ccf65725072d479ba</data>
    </node>
    <node id=""&quot;DRIVING&quot;"">
      <data key=""d0"">""ACTIVITY""</data>
      <data key=""d1"">""Driving is the activity during which the IDC_Kombi Display is not accessible.""</data>
      <data key=""d2"">76c05aa95fb4be4ccf65725072d479ba</data>
    </node>
    <node id=""&quot;U12ICE_IDC&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""U12ICE_IDC is an organization associated with a vehicle issue, specifically a black screen during startup.""</data>
      <data key=""d2"">43589fe9a00b5cd521a6f3d5ea3e87ac</data>
    </node>
    <node id=""&quot;VEHICLE&quot;"">
      <data key=""d0"">""OBJECT""</data>
      <data key=""d1"">""The vehicle in question experiences a problem, manifesting as a black screen upon startup.""
""The vehicle is the location where the incident IDC23_U12_DFE occurred, involving the malfunction of BI_2311.""

""The vehicle is the subject of discussion, with its status being described as 'KM unplausible', suggesting a problem."") (""entity""</data>
      <data key=""d2"">43589fe9a00b5cd521a6f3d5ea3e87ac,5e91ccea60b2782f42202ef0ba0a1356,6d366f29543ceb4666afebe8b2a7fb2f,98d9ad1f817227c5f61267561edb5a29</data>
    </node>
    <node id=""&quot;WDG ERROR&quot;"">
      <data key=""d0"">""ERROR""</data>
      <data key=""d1"">""WDG ERROR is an error that caused target setup failures in the IOC - Mainline.""</data>
      <data key=""d2"">be4e3c313a76922c52076bc989ed8134</data>
    </node>
    <node id=""&quot;IOC - MAINLINE&quot;"">
      <data key=""d0"">""LOCATION""</data>
      <data key=""d1"">""IOC - Mainline refers to a location where the WDG ERROR occurred, causing target setup failures.""</data>
      <data key=""d2"">be4e3c313a76922c52076bc989ed8134</data>
    </node>
    <node id=""&quot;TARGET SETUP FAILURES&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""Target setup failures are the consequences of the WDG ERROR in IOC - Mainline.""</data>
      <data key=""d2"">be4e3c313a76922c52076bc989ed8134</data>
    </node>
    <node id=""&quot;[IDC23 SI]&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""[IDC23 SI] is an organization where a System Test (STR) has reported failures due to missing logs.""</data>
      <data key=""d2"">57f109cc789d99591333a9eab93f716c</data>
    </node>
    <node id=""&quot;STR TEST&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""STR Test refers to a System Test that has failed due to missing logs during the test.""
""STR Test is a part of the lifecycle test scenario conducted by IDC23 SI.""</data>
      <data key=""d2"">19481b31bad12e8d64f13ffe10364cda,57f109cc789d99591333a9eab93f716c</data>
    </node>
    <node id=""&quot;BLACK CID&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""Black CID is an organization that has reset its behavior to 9.8V following Test E-09.""
""Black CID is an organization that has rested after a bus incident and is now departing, possibly in relation to the Cold Boot event.""</data>
      <data key=""d2"">04d47b645a730d691ba9cc245f58bc13,c9fd7c7cbe732bcec09c19d35febcaaf</data>
    </node>
    <node id=""&quot;TEST E-09&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""Test E-09 is a test that resulted in Black CID resetting its behavior.""</data>
      <data key=""d2"">04d47b645a730d691ba9cc245f58bc13</data>
    </node>
    <node id=""&quot;SEVERITY 2&quot;"">
      <data key=""d0"">""CONCEPT""</data>
      <data key=""d1"">""Severity 2 refers to the level of impact or seriousness of the event, indicating a moderate level."")&lt;|COMPLETE|&gt; (""entity""</data>
      <data key=""d2"">04d47b645a730d691ba9cc245f58bc13</data>
    </node>
    <node id=""&quot;[IDC]&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""[IDC] is an organization that operates a sleep car and has an MPP account.""</data>
      <data key=""d2"">1681ce4c90277fedf623f927c8f40b87</data>
    </node>
    <node id=""&quot;BI -E2-ML [IDC23_E][2311]&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""BI -E2-ML [IDC23_E][2311] is an organization or system with the identifier IDC23_E and version 2311.""</data>
      <data key=""d2"">78f9c43b344baaa4cf7b5923d2a89fcb</data>
    </node>
    <node id=""&quot;MGU_02_L&quot;"">
      <data key=""d0"">""SYSTEM""</data>
      <data key=""d1"">""MGU_02_L is a system that has encountered an error in its IOController."") (""entity""
""MGU_02_L is an organization that underwent a new Lifecycle during RSU Chunk transfer.""
""MGU_02_L is an organization that has been mentioned in the context of a command or instruction.""</data>
      <data key=""d2"">1d9d7ab8e8e26dabca265f83b6c769f4,6a98c69e1e7753cd8ab2aff1e4565646,7d1a061b758da894b990616789cdeaeb</data>
    </node>
    <node id=""&quot;[BI-E2-ML]&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""[BI-E2-ML] is an organization associated with the vehicle IDC23_U12_DFE, suggesting a possible maintenance or manufacturing connection.""
""[BI-E2-ML] is the organization responsible for managing or using the APIX MB0 technology.""</data>
      <data key=""d2"">4b03f045ca7c1bdd67310c061680f0c5,798857dabf3f6e02fd96d3754961b4f9</data>
    </node>
    <node id=""&quot;J001_TA10023&quot;"">
      <data key=""d0"">""PERSON""</data>
      <data key=""d1"">""J001_TA10023 is an individual for whom an IOC_WATCHDOG_RESET event has occurred in the location Wohnen.""</data>
      <data key=""d2"">acaf15728080d84305015a26ec9ce5a7</data>
    </node>
    <node id=""&quot;WOHNEN&quot;"">
      <data key=""d0"">""GEO""</data>
      <data key=""d1"">""Wohnen is a geographical location where an IOC_WATCHDOG_RESET event has occurred for individual J001_TA10023.""
""Wohnen is a location where the event IOC_WATCHDOG_RESET has occurred in the geographical area G045_H021540.""
""Wohnen is a geographical location where the event IOC_WATCHDOG_RESET has occurred for the individual J001_TA10134.""</data>
      <data key=""d2"">105b57c88dc624c85578b6500db3200e,605fe89d0c31975979dfde8bc5177ac6,acaf15728080d84305015a26ec9ce5a7</data>
    </node>
    <node id=""&quot;UNEXPECTED HARD_ERROR_RESET&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""Unexpected HARD_Error_Reset is an unexpected incident that requires attention.""
""Unexpected HARD_Error_Reset is an unexpected incident that occurred.""</data>
      <data key=""d2"">54d5a59714c280fbe4b5932246ec8ed5,8758fe93d5c253a88c97ac51e89237d2</data>
    </node>
    <node id=""&quot;[PU23-07]&quot;"">
      <data key=""d0"">""LABEL""</data>
      <data key=""d1"">""[PU23-07] is a label or identifier for the event.""</data>
      <data key=""d2"">8758fe93d5c253a88c97ac51e89237d2</data>
    </node>
    <node id=""&quot;ORGANIZATION&quot;"">
      <data key=""d0"" />
      <data key=""d1"" />
      <data key=""d2"">8758fe93d5c253a88c97ac51e89237d2</data>
    </node>
    <node id=""&quot;RSU-VIP-G070-23-07-533&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""RSU-VIP-G070-23-07-533 is an event related to a fatal error in a system, specifically a recovery attempt that failed.""</data>
      <data key=""d2"">a4260298f4959dba8b6c03551ae0f618</data>
    </node>
    <node id=""&quot;FUSI&quot;"">
      <data key=""d0"">""CONCEPT""</data>
      <data key=""d1"">""FuSi refers to a system or process used for vehicle clearance, which failed during the event.""</data>
      <data key=""d2"">a4260298f4959dba8b6c03551ae0f618</data>
    </node>
    <node id=""&quot;PU23-07&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""PU23-07 is the event that triggered a Hard Error Reset in BI_2307.""</data>
      <data key=""d2"">9790ebc82f7160ddd73beb7d7f7fbe30</data>
    </node>
    <node id=""&quot;HARD ERROR RESET&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""A Hard Error Reset is an event that occurred in the organization BI_2307.""</data>
      <data key=""d2"">9790ebc82f7160ddd73beb7d7f7fbe30</data>
    </node>
    <node id=""&quot;IDC23 SI&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""IDC23 SI is conducting a lifecycle test scenario involving system management and WUP Management.""</data>
      <data key=""d2"">19481b31bad12e8d64f13ffe10364cda</data>
    </node>
    <node id=""&quot;SYSMAN&quot;"">
      <data key=""d0"">""PERSON""</data>
      <data key=""d1"">""SYSMAN is responsible for managing the lifecycle test scenarios, specifically focusing on STR Test and WUP Management.""</data>
      <data key=""d2"">19481b31bad12e8d64f13ffe10364cda</data>
    </node>
    <node id=""&quot;WUP MANAGEMENT&quot;"">
      <data key=""d0"">""CONCEPT""</data>
      <data key=""d1"">""WUP Management refers to the management of WUP in the context of the lifecycle test scenarios.""</data>
      <data key=""d2"">19481b31bad12e8d64f13ffe10364cda</data>
    </node>
    <node id=""&quot;NM3&quot;"">
      <data key=""d0"">""GEO""</data>
      <data key=""d1"">""NM3 is another location involved in the ending of STR during the lifecycle test scenario.""</data>
      <data key=""d2"">19481b31bad12e8d64f13ffe10364cda</data>
    </node>
    <node id=""&quot;KM-STAND&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""KM-Stand is an event or status indicating that the vehicle is stationary in IDC.""</data>
      <data key=""d2"">f8ac24c10a7bc8dc5cc62f5cc543a497</data>
    </node>
    <node id=""&quot;NOTRUFSYSTEM&quot;"">
      <data key=""d0"">""CONCEPT""</data>
      <data key=""d1"">""Notrufsystem refers to an emergency system, which has failed in this case.""</data>
      <data key=""d2"">f8ac24c10a7bc8dc5cc62f5cc543a497</data>
    </node>
    <node id=""&quot;[MGU22_E]&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""[MGU22_E] is an event related to a communication issue.""</data>
      <data key=""d2"">2839fbc9d019e6693439329e5fdfb5a2</data>
    </node>
    <node id=""&quot;TC 2.3&quot;"">
      <data key=""d0"">""CONCEPT""</data>
      <data key=""d1"">""TC 2.3 refers to a technical communication concept or term.""
""TC 2.3 refers to a technical communication concept or protocol.""</data>
      <data key=""d2"">2839fbc9d019e6693439329e5fdfb5a2,c51fbbba65ab5cfc2a7399114b4afc72</data>
    </node>
    <node id=""&quot;[TC 2.3]&quot;"">
      <data key=""d0"" />
      <data key=""d1"">
</data>
      <data key=""d2"">2839fbc9d019e6693439329e5fdfb5a2,c51fbbba65ab5cfc2a7399114b4afc72</data>
    </node>
    <node id=""&quot;PU23-11&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""PU23-11 is the event where the Hard Error Reset occurred.""</data>
      <data key=""d2"">4f2192a3cefeb2e045757f4c98cb538e</data>
    </node>
    <node id=""&quot;LIFECYCLE&quot;"">
      <data key=""d0"">""CONCEPT""</data>
      <data key=""d1"">""Lifecycle here refers to the ongoing operation or state of the system, which was affected by the unexpected event.""
""Lifecycle refers to the entire operational phase of a vehicle, during which the CID system malfunctions.""
""Lifecycle refers to the series of stages or phases that an entity goes through over its existence.""
""LifeCycle refers to the ongoing operation or process, and an unexpected Coldboot occurred due to SHUTDOWN_STR_EXIT_OFF.""
""Lifecycle refers to a series of stages or phases that an object or system goes through, and here it is associated with the observation of high current during STR LC.""</data>
      <data key=""d2"">13c46de65b7e974b827b668b96bc054b,1850b7ad817b6b8ce6eb45d7acd606ff,995bb26d8497c3ce073dce7e0b029cb1,9e33bda60d240a6b736314369d0ce78c,d58af2774383a48d5ddffee5074893a6</data>
    </node>
    <node id=""&quot;PADI SI&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""PaDi SI is an organization that has encountered an error in its system, indicated by the DTC 0xA7981B.""</data>
      <data key=""d2"">018ee9a00bbc1f766288a1d00e47abd2</data>
    </node>
    <node id=""&quot;0XA7981B&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""0xA7981B is a Diagnostic Trouble Code (DTC) that has been detected in the PaDi SI system.""</data>
      <data key=""d2"">018ee9a00bbc1f766288a1d00e47abd2</data>
    </node>
    <node id=""&quot;RESETFEHLER IOCONTROLLER&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""Resetfehler IOController refers to an error in the Input/Output Controller of the PaDi SI system.""
""Resetfehler IOController appears to be an event or issue related to the IOController of KI028.""</data>
      <data key=""d2"">018ee9a00bbc1f766288a1d00e47abd2,98a04f71b2a6f6be26a586dee58615f0</data>
    </node>
    <node id=""&quot;IDC23_U12_0XCDA469&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""IDC23_U12_0xCDA469 is an event or message with a specific identifier.""</data>
      <data key=""d2"">d8eac196b457340a25d203ef89cf60a0</data>
    </node>
    <node id=""&quot;KILOMETERSTAND/REICHWEITE&quot;"">
      <data key=""d0"">""CONCEPT""</data>
      <data key=""d1"">""Kilometerstand/Reichweite refers to distance in terms of kilometers.""</data>
      <data key=""d2"">d8eac196b457340a25d203ef89cf60a0</data>
    </node>
    <node id=""&quot;ID&quot;"">
      <data key=""d0"">""CONCEPT""</data>
      <data key=""d1"">""ID refers to an identifier or code assigned to events, messages, or objects.""</data>
      <data key=""d2"">d8eac196b457340a25d203ef89cf60a0</data>
    </node>
    <node id=""&quot;KILOMETERSTAND&quot;"">
      <data key=""d0"">""CONCEPT""</data>
      <data key=""d1"">""KILOMETERSTAND is a specific term for distance in kilometers."")&lt;|COMPLETE|&gt; (""entity""</data>
      <data key=""d2"">d8eac196b457340a25d203ef89cf60a0</data>
    </node>
    <node id=""&quot;IDC23_ML BAT FAILURE&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""IDC23_ML BAT Failure refers to the failure of the battery in the specified environment.""
""IDC23_ML BAT Failure is an event related to a kernel panic during the sync process in SOC logs on IDC Premium Samples.""</data>
      <data key=""d2"">7f4755e00889a196ce9e227c285b81dd,cab271ab0f3742e4c18dd6a66b5e86fd</data>
    </node>
    <node id=""&quot;WATCHDOG_RESET&quot;"">
      <data key=""d0"">""CONCEPT""</data>
      <data key=""d1"">""Watchdog_reset is a concept related to a system's self-monitoring mechanism, which may have been affected by the BAT Failure.""</data>
      <data key=""d2"">cab271ab0f3742e4c18dd6a66b5e86fd</data>
    </node>
    <node id=""&quot;UNEXPECTED BOD_VDDD_RESET&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""unexpected BOD_VDDD_RESET is an event that occurred in traces as a result of the BAT Failure.""</data>
      <data key=""d2"">cab271ab0f3742e4c18dd6a66b5e86fd</data>
    </node>
    <node id=""&quot;ZST&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""ZST is an event that seems to mark the start of this transition process.""
""ZST could refer to a geographical location, time zone, or other geo-related term.""</data>
      <data key=""d2"">23f381240de778e2bc3a13d23bca3565,f0efb36842d71c9764d28cf83102f4b5</data>
    </node>
    <node id=""&quot;IUK_CAN&quot;"">
      <data key=""d0"">""GEO""</data>
      <data key=""d1"">""Iuk_CAN refers to a geographical location, possibly where this transition is taking place.""</data>
      <data key=""d2"">23f381240de778e2bc3a13d23bca3565</data>
    </node>
    <node id=""&quot;TC 4.2&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""TC 4.2 is an event or version number related to the transition process.""</data>
      <data key=""d2"">23f381240de778e2bc3a13d23bca3565</data>
    </node>
    <node id=""&quot;TRANSITION TO ECUPASSIVE&quot;"">
      <data key=""d0"" />
      <data key=""d1"" />
      <data key=""d2"">23f381240de778e2bc3a13d23bca3565</data>
    </node>
    <node id=""&quot;PROFILECHANGE&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""Profile change is the event that triggers the need for HUD adjustment.""</data>
      <data key=""d2"">6e74dc5d592cc6479ac5f124d556a850</data>
    </node>
    <node id=""&quot;MGU22 HU CID&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""MGU22 HU CID is an organization that has experienced a blackscreen issue following a brief halt."") (""entity""</data>
      <data key=""d2"">4d2ebd8c6586f7d4baac358d36590a84</data>
    </node>
    <node id=""&quot;IDC EBVT&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""IDC eBVT is an organization experiencing a failure and undergoing a warm boot.""
""IDC eBVT is an organization experiencing a failure related to the wakeup reason in RTC.""</data>
      <data key=""d2"">6fb7c08d846b530008af10dd8b7c8d42,98234d1b2e4159348f1051c6474a2b92</data>
    </node>
    <node id=""&quot;VALID_SWITCH_TO_POWER&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""VALID_SWITCH_TO_POWER is the event triggering the warm boot of IDC eBVT.""</data>
      <data key=""d2"">6fb7c08d846b530008af10dd8b7c8d42</data>
    </node>
    <node id=""&quot;BOOTTYPE&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""bootType refers to the type of boot, in this case a warm boot.""</data>
      <data key=""d2"">6fb7c08d846b530008af10dd8b7c8d42</data>
    </node>
    <node id=""&quot;G045_H021540&quot;"">
      <data key=""d0"">""GEO""</data>
      <data key=""d1"">""G045_H021540 is a geographical area where the event IOC_WATCHDOG_RESET has occurred in the location Wohnen.""</data>
      <data key=""d2"">605fe89d0c31975979dfde8bc5177ac6</data>
    </node>
    <node id=""&quot;[MAINLINE]&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""[Mainline] is an organization that is monitoring or controlling the event IOC_WATCHDOG_RESET in the location Wohnen for the geographical area G045_H021540.""
""[Mainline] refers to an event or process involving the organization [IDC23], causing a SAFE_CODING_DATA_ERROR and IC_SAFETY_VIOLATION_RESET_BLANK.""</data>
      <data key=""d2"">605fe89d0c31975979dfde8bc5177ac6,cf610e79c74e3f3602430ab31cee3f59</data>
    </node>
    <node id=""&quot;G45&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""G45 is an organization or system identified in the text, but its specific role or function is not provided.""</data>
      <data key=""d2"">715db73f84b8a5a9940736074cb66002</data>
    </node>
    <node id=""&quot;QUIESCENT POWER&quot;"">
      <data key=""d0"">""CONCEPT""</data>
      <data key=""d1"">""Quiescent Power refers to the state of minimal energy consumption before the IDC was activated.""</data>
      <data key=""d2"">f06a861562496748755a429bc4a6f926</data>
    </node>
    <node id=""&quot;POWER INCREASE&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""Power Increase is the result of the activation of the IDC system.""</data>
      <data key=""d2"">f06a861562496748755a429bc4a6f926</data>
    </node>
    <node id=""&quot;MGU_02_A_PU1123_&quot;"">
      <data key=""d0"">""SYSTEM""</data>
      <data key=""d1"">""MGU_02_A_PU1123_ is a system identified in the text, with error related to resetting / mgu22:eth-ctrl.service.""</data>
      <data key=""d2"">4ba35bfc7d338199a00d6fa86d10d864</data>
    </node>
    <node id=""&quot;0XA76300/0XA76301&quot;"">
      <data key=""d0"">""SYSTEM COMPONENT""</data>
      <data key=""d1"">""0xA76300/0xA76301 is a system component mentioned in the text, related to the error in MGU_02_A_PU1123_.""</data>
      <data key=""d2"">4ba35bfc7d338199a00d6fa86d10d864</data>
    </node>
    <node id=""&quot;MGU22:ETH-CTRL.SERVICE&quot;"">
      <data key=""d0"">""SYSTEM SERVICE""</data>
      <data key=""d1"">""mgu22:eth-ctrl.service is a system service mentioned in the text, related to the error in MGU_02_A_PU1123_.""
""mgu22:eth-ctrl.service is a service or function associated with the crash.""</data>
      <data key=""d2"">02b8248f10030d085d6e0e72fc9f5ffc,4ba35bfc7d338199a00d6fa86d10d864</data>
    </node>
    <node id=""&quot;LCM_SHUTDOWN_UNINTENDED_START_WO_REASON&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""LCM_SHUTDOWN_UNINTENDED_START_WO_REASON is an unintended startup event found in logs.""
""LCM_SHUTDOWN_UNINTENDED_START_WO_REASON is an unintended start event found in logs.""
""LCM Shutdown Unintended Start Without Reason is an event found in the logs of [IDC23_F].""
""LCM_SHUTDOWN_UNINTENDED_START_WO_REASON is an unintended startup event found in logs.""</data>
      <data key=""d2"">0ab08c26efb0fb1e1fab5824767e0c19,41a88e683c2c4336782cbca122a2f940,d4d16109ee09bb9a72b3728a9f1c6ac3,eed974d4fafa09248a93bc9a1552655a</data>
    </node>
    <node id=""&quot;LOGS&quot;"">
      <data key=""d0"">""LOCATION""</data>
      <data key=""d1"">""Logs refer to the location where the unintended startup event was recorded."")&lt;|COMPLETE|&gt; (""entity""
""Logs are records of events or actions that have taken place in the IDC23_E organization.""</data>
      <data key=""d2"">0ab08c26efb0fb1e1fab5824767e0c19,d4d16109ee09bb9a72b3728a9f1c6ac3</data>
    </node>
    <node id=""&quot;IDC23_ML&quot;"">
      <data key=""d0"">""ORGANIZATION""</data>
      <data key=""d1"">""IDC23_ML is the organization where the unintended start event was found in logs.""</data>
      <data key=""d2"">eed974d4fafa09248a93bc9a1552655a</data>
    </node>
    <node id=""&quot;GEO&quot;"">
      <data key=""d0"">""GEO""</data>
      <data key=""d1"">""No specific geographical location is mentioned in the text, so it cannot be determined.""</data>
      <data key=""d2"">eed974d4fafa09248a93bc9a1552655a</data>
    </node>
    <node id=""&quot;NODE0&quot;"">
      <data key=""d0"">""HARDWARE""</data>
      <data key=""d1"">""Node0 is a hardware component that has experienced a flashing failure during the nightly build.""
""Node0 is a hardware component that has experienced a flashing failure during the nightly build.""
""Node0 is a hardware component that has experienced a flashing failure during the Nightly Build BAT.""
""Node0 is a geographical location or device within the organization's infrastructure where the failure occurred.""</data>
      <data key=""d2"">3367d1af79b215e1e3bbeda05ec12266,7b35c76e997c4827b6c4f2abae08331e,e17bf1f3eed3d870d76a36ec5d026cd3,e807738758c408be3e8864db88caff39</data>
    </node>
    <node id=""&quot;_9R21379&quot;"">
      <data key=""d0"">""GEO""</data>
      <data key=""d1"">""_9R21379 is a location where the organization CLONE experienced a wakeup event due to a watchdog reset.""</data>
      <data key=""d2"">1c2d8c652837fae12d7e1016a093614f</data>
    </node>
    <node id=""&quot;WAKEUP_REASON_WATCHDOG_RESET&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""Wakeup_reason_watchdog_reset is an event that occurred in the organization CLONE, causing it to restart.""
""WAKEUP_REASON_WATCHDOG_RESET is the event that caused MGU22_G to wake up, specifically a Watchdog Reset.""</data>
      <data key=""d2"">1c2d8c652837fae12d7e1016a093614f,cc785dd030908551f67b83fc75dc56ca</data>
    </node>
    <node id=""&quot;IDC23_F&quot;"">
      <data key=""d0"">""EVENT""</data>
      <data key=""d1"">""IDC23_F is an event related to a Nightly Build BAT Failure in the system-functions module.""
""IDC23_F refers to a location where the eth-ctrl.service failure occurred.""
""IDC23_F is an event related to a Nightly Build BAT Failure in the mgu22-test-execution-environment.""</data>
      <data key=""d2"">686022cda25cae37331de3a24eaa29d3,aeabc848d13f599e65a605c7e209813c,e8f78bf0df9f13468e0754764912d5e8</data>
    </node>
    <node id=""&quot;SYSTEM-FUNCTIONS.SYSTEM_FUNCTIONS_POST_TESTS&quot;"">
      <data key=""d0"">""FUNCTION""</data>
      <data key=""d1"">""system-functions.system_functions_post_tests refers to a post-test function within the system-functions module.""</data>
      <data key=""d2"">686022cda25cae37331de3a24eaa29d3</data>
    </node>
    <node id=""&quot;LOG LEVEL OF LSMF DLT MESSAGES&quot;"">
      <data key=""d0"">""CONCEPT""</data>
      <data key=""d1"">""The Log level of LSMF DLT messages is a concept related to the logging of messages in the Large Scale Message Facility (LSMF) Data Link Transmission (DLT) system.""</data>
      <data key=""d2"">686022cda25cae37331de3a24eaa29d3</data>
    </node>
    <node id=""&quot;LARGE SCALE MESSAGE FACILITY (LSMF)&quot;"">
      <data key=""d0"">""SYSTEM""</data>
      <data key=""d1"">""The Large Scale Message Facility (LSMF) is a system involved in the transmission of messages, as indicated by the DLT acronym.""</data>
      <data key=""d2"">686022cda25cae37331de3a24eaa29d3</data>
    </node>
    <node id=""&quot;LSMF DATA LINK TRANSMISSION (DLT)&quot;"">
      <data key=""d0"">""SYSTEM COMPONENT""</data>
